ID,x.coord,y.coord,angle,distance,RSSI,rel,dist1
6,0,0,150,5,-57,113.1301024,"(4,5]"
7,0,0,180,5,-59,143.1301024,"(4,5]"
9,0,0,240,5,-59,-156.8698976,"(4,5]"
11,0,0,300,5,-58,-96.86989765,"(4,5]"
14,0,1,30,4.472135955,-59,3.434948823,"(4,5]"
17,0,1,120,4.472135955,-59,93.43494882,"(4,5]"
18,0,1,150,4.472135955,-58,123.4349488,"(4,5]"
19,0,1,180,4.472135955,-59,153.4349488,"(4,5]"
20,0,1,210,4.472135955,-60,-176.5650512,"(4,5]"
21,0,1,240,4.472135955,-56,-146.5650512,"(4,5]"
22,0,1,270,4.472135955,-48,-116.5650512,"(4,5]"
23,0,1,300,4.472135955,-48,-86.56505118,"(4,5]"
24,0,1,330,4.472135955,-50,-56.56505118,"(4,5]"
25,0,2,0,4.123105626,-47,-14.03624347,"(4,5]"
26,0,2,30,4.123105626,-52,15.96375653,"(4,5]"
27,0,2,60,4.123105626,-57,45.96375653,"(4,5]"
29,0,2,120,4.123105626,-59,105.9637565,"(4,5]"
32,0,2,210,4.123105626,-58,-164.0362435,"(4,5]"
33,0,2,240,4.123105626,-50,-134.0362435,"(4,5]"
34,0,2,270,4.123105626,-46,-104.0362435,"(4,5]"
35,0,2,300,4.123105626,-44,-74.03624347,"(4,5]"
36,0,2,330,4.123105626,-44,-44.03624347,"(4,5]"
37,0,3,0,4,-41,0,"(3,4]"
38,0,3,30,4,-42,30,"(3,4]"
39,0,3,60,4,-46,60,"(3,4]"
40,0,3,90,4,-52,90,"(3,4]"
41,0,3,120,4,-58,120,"(3,4]"
43,0,3,180,4,-60,180,"(3,4]"
46,0,3,270,4,-53,-90,"(3,4]"
47,0,3,300,4,-46,-60,"(3,4]"
48,0,3,330,4,-42,-30,"(3,4]"
49,0,4,0,4.123105626,-44,14.03624347,"(4,5]"
51,0,4,60,4.123105626,-44,74.03624347,"(4,5]"
52,0,4,90,4.123105626,-45,104.0362435,"(4,5]"
53,0,4,120,4.123105626,-48,134.0362435,"(4,5]"
54,0,4,150,4.123105626,-56,164.0362435,"(4,5]"
56,0,4,210,4.123105626,-58,-135.9637565,"(4,5]"
57,0,4,240,4.123105626,-59,-105.9637565,"(4,5]"
59,0,4,300,4.123105626,-62,-45.96375653,"(4,5]"
60,0,4,330,4.123105626,-53,-15.96375653,"(4,5]"
61,0,5,0,4.472135955,-53,26.56505118,"(4,5]"
62,0,5,30,4.472135955,-50,56.56505118,"(4,5]"
63,0,5,60,4.472135955,-46,86.56505118,"(4,5]"
64,0,5,90,4.472135955,-46,116.5650512,"(4,5]"
65,0,5,120,4.472135955,-50,146.5650512,"(4,5]"
66,0,5,150,4.472135955,-56,176.5650512,"(4,5]"
69,0,5,240,4.472135955,-62,-93.43494882,"(4,5]"
83,0,6,300,5,-59,-23.13010235,"(4,5]"
85,1,0,0,4.242640687,-56,-45,"(4,5]"
86,1,0,30,4.242640687,-59,-15,"(4,5]"
89,1,0,120,4.242640687,-58,75,"(4,5]"
90,1,0,150,4.242640687,-56,105,"(4,5]"
91,1,0,180,4.242640687,-57,135,"(4,5]"
94,1,0,270,4.242640687,-53,-135,"(4,5]"
95,1,0,300,4.242640687,-53,-105,"(4,5]"
96,1,0,330,4.242640687,-53,-75,"(4,5]"
97,1,1,0,3.605551275,-53,-33.69006753,"(3,4]"
98,1,1,30,3.605551275,-57,-3.690067526,"(3,4]"
101,1,1,120,3.605551275,-59,86.30993247,"(3,4]"
102,1,1,150,3.605551275,-57,116.3099325,"(3,4]"
103,1,1,180,3.605551275,-58,146.3099325,"(3,4]"
104,1,1,210,3.605551275,-59,176.3099325,"(3,4]"
105,1,1,240,3.605551275,-59,-153.6900675,"(3,4]"
106,1,1,270,3.605551275,-51,-123.6900675,"(3,4]"
107,1,1,300,3.605551275,-50,-93.69006753,"(3,4]"
108,1,1,330,3.605551275,-50,-63.69006753,"(3,4]"
109,1,2,0,3.16227766,-47,-18.43494882,"(3,4]"
110,1,2,30,3.16227766,-54,11.56505118,"(3,4]"
111,1,2,60,3.16227766,-57,41.56505118,"(3,4]"
113,1,2,120,3.16227766,-59,101.5650512,"(3,4]"
114,1,2,150,3.16227766,-57,131.5650512,"(3,4]"
115,1,2,180,3.16227766,-58,161.5650512,"(3,4]"
118,1,2,270,3.16227766,-56,-108.4349488,"(3,4]"
119,1,2,300,3.16227766,-51,-78.43494882,"(3,4]"
120,1,2,330,3.16227766,-48,-48.43494882,"(3,4]"
121,1,3,0,3,-47,0,"(2,3]"
122,1,3,30,3,-50,30,"(2,3]"
123,1,3,60,3,-53,60,"(2,3]"
124,1,3,90,3,-59,90,"(2,3]"
133,1,4,0,3.16227766,-50,18.43494882,"(3,4]"
134,1,4,30,3.16227766,-50,48.43494882,"(3,4]"
135,1,4,60,3.16227766,-53,78.43494882,"(3,4]"
136,1,4,90,3.16227766,-58,108.4349488,"(3,4]"
137,1,4,120,3.16227766,-58,138.4349488,"(3,4]"
138,1,4,150,3.16227766,-58,168.4349488,"(3,4]"
145,1,5,0,3.605551275,-53,33.69006753,"(3,4]"
146,1,5,30,3.605551275,-51,63.69006753,"(3,4]"
148,1,5,90,3.605551275,-59,123.6900675,"(3,4]"
149,1,5,120,3.605551275,-59,153.6900675,"(3,4]"
150,1,5,150,3.605551275,-59,-176.3099325,"(3,4]"
156,1,5,330,3.605551275,-58,3.690067526,"(3,4]"
169,2,0,0,3.605551275,-59,-56.30993247,"(3,4]"
172,2,0,90,3.605551275,-59,33.69006753,"(3,4]"
173,2,0,120,3.605551275,-57,63.69006753,"(3,4]"
174,2,0,150,3.605551275,-56,93.69006753,"(3,4]"
175,2,0,180,3.605551275,-58,123.6900675,"(3,4]"
179,2,0,300,3.605551275,-54,-116.3099325,"(3,4]"
180,2,0,330,3.605551275,-53,-86.30993247,"(3,4]"
181,2,1,0,2.828427125,-53,-45,"(2,3]"
182,2,1,30,2.828427125,-57,-15,"(2,3]"
183,2,1,60,2.828427125,-59,15,"(2,3]"
186,2,1,150,2.828427125,-59,105,"(2,3]"
191,2,1,300,2.828427125,-53,-105,"(2,3]"
192,2,1,330,2.828427125,-52,-75,"(2,3]"
193,2,2,0,2.236067977,-53,-26.56505118,"(2,3]"
194,2,2,30,2.236067977,-57,3.434948823,"(2,3]"
197,2,2,120,2.236067977,-59,93.43494882,"(2,3]"
198,2,2,150,2.236067977,-59,123.4349488,"(2,3]"
199,2,2,180,2.236067977,-59,153.4349488,"(2,3]"
203,2,2,300,2.236067977,-53,-86.56505118,"(2,3]"
204,2,2,330,2.236067977,-52,-56.56505118,"(2,3]"
205,2,3,0,2,-54,0,"[1,2]"
206,2,3,30,2,-56,30,"[1,2]"
207,2,3,60,2,-59,60,"[1,2]"
208,2,3,90,2,-56,90,"[1,2]"
209,2,3,120,2,-56,120,"[1,2]"
210,2,3,150,2,-58,150,"[1,2]"
211,2,3,180,2,-60,180,"[1,2]"
216,2,3,330,2,-54,-30,"[1,2]"
217,2,4,0,2.236067977,-53,26.56505118,"(2,3]"
219,2,4,60,2.236067977,-57,86.56505118,"(2,3]"
221,2,4,120,2.236067977,-59,146.5650512,"(2,3]"
228,2,4,330,2.236067977,-58,-3.434948823,"(2,3]"
229,2,5,0,2.828427125,-56,45,"(2,3]"
230,2,5,30,2.828427125,-54,75,"(2,3]"
231,2,5,60,2.828427125,-56,105,"(2,3]"
241,2,6,0,3.605551275,-56,56.30993247,"(3,4]"
242,2,6,30,3.605551275,-56,86.30993247,"(3,4]"
243,2,6,60,3.605551275,-58,116.3099325,"(3,4]"
253,3,0,0,3.16227766,-58,-71.56505118,"(3,4]"
256,3,0,90,3.16227766,-59,18.43494882,"(3,4]"
257,3,0,120,3.16227766,-56,48.43494882,"(3,4]"
258,3,0,150,3.16227766,-56,78.43494882,"(3,4]"
259,3,0,180,3.16227766,-56,108.4349488,"(3,4]"
263,3,0,300,3.16227766,-59,-131.5650512,"(3,4]"
264,3,0,330,3.16227766,-56,-101.5650512,"(3,4]"
265,3,1,0,2.236067977,-56,-63.43494882,"(2,3]"
268,3,1,90,2.236067977,-59,26.56505118,"(2,3]"
269,3,1,120,2.236067977,-58,56.56505118,"(2,3]"
270,3,1,150,2.236067977,-56,86.56505118,"(2,3]"
275,3,1,300,2.236067977,-58,-123.4349488,"(2,3]"
276,3,1,330,2.236067977,-58,-93.43494882,"(2,3]"
277,3,2,0,1.414213562,-62,-45,"[1,2]"
278,3,2,30,1.414213562,-59,-15,"[1,2]"
281,3,2,120,1.414213562,-58,75,"[1,2]"
282,3,2,150,1.414213562,-60,105,"[1,2]"
288,3,2,330,1.414213562,-59,-75,"[1,2]"
289,3,3,0,1,-58,0,"[1,2]"
293,3,3,120,1,-59,120,"[1,2]"
294,3,3,150,1,-58,150,"[1,2]"
295,3,3,180,1,-62,180,"[1,2]"
301,3,4,0,1.414213562,-58,45,"[1,2]"
302,3,4,30,1.414213562,-57,75,"[1,2]"
312,3,4,330,1.414213562,-58,15,"[1,2]"
323,3,5,300,2.236067977,-59,3.434948823,"(2,3]"
324,3,5,330,2.236067977,-57,33.43494882,"(2,3]"
341,0,0,120,5,-58,83.13010235,"(4,5]"
342,0,0,150,5,-57,113.1301024,"(4,5]"
343,0,0,180,5,-59,143.1301024,"(4,5]"
345,0,0,240,5,-59,-156.8698976,"(4,5]"
347,0,0,300,5,-57,-96.86989765,"(4,5]"
350,0,1,30,4.472135955,-59,3.434948823,"(4,5]"
353,0,1,120,4.472135955,-58,93.43494882,"(4,5]"
354,0,1,150,4.472135955,-57,123.4349488,"(4,5]"
355,0,1,180,4.472135955,-57,153.4349488,"(4,5]"
356,0,1,210,4.472135955,-59,-176.5650512,"(4,5]"
357,0,1,240,4.472135955,-54,-146.5650512,"(4,5]"
358,0,1,270,4.472135955,-48,-116.5650512,"(4,5]"
359,0,1,300,4.472135955,-48,-86.56505118,"(4,5]"
360,0,1,330,4.472135955,-50,-56.56505118,"(4,5]"
361,0,2,0,4.123105626,-47,-14.03624347,"(4,5]"
362,0,2,30,4.123105626,-52,15.96375653,"(4,5]"
363,0,2,60,4.123105626,-58,45.96375653,"(4,5]"
365,0,2,120,4.123105626,-59,105.9637565,"(4,5]"
368,0,2,210,4.123105626,-58,-164.0362435,"(4,5]"
369,0,2,240,4.123105626,-50,-134.0362435,"(4,5]"
370,0,2,270,4.123105626,-46,-104.0362435,"(4,5]"
371,0,2,300,4.123105626,-44,-74.03624347,"(4,5]"
372,0,2,330,4.123105626,-44,-44.03624347,"(4,5]"
373,0,3,0,4,-41,0,"(3,4]"
374,0,3,30,4,-42,30,"(3,4]"
375,0,3,60,4,-46,60,"(3,4]"
376,0,3,90,4,-52,90,"(3,4]"
377,0,3,120,4,-58,120,"(3,4]"
383,0,3,300,4,-46,-60,"(3,4]"
384,0,3,330,4,-42,-30,"(3,4]"
385,0,4,0,4.123105626,-45,14.03624347,"(4,5]"
387,0,4,60,4.123105626,-44,74.03624347,"(4,5]"
388,0,4,90,4.123105626,-44,104.0362435,"(4,5]"
390,0,4,150,4.123105626,-56,164.0362435,"(4,5]"
392,0,4,210,4.123105626,-58,-135.9637565,"(4,5]"
393,0,4,240,4.123105626,-58,-105.9637565,"(4,5]"
396,0,4,330,4.123105626,-53,-15.96375653,"(4,5]"
397,0,5,0,4.472135955,-53,26.56505118,"(4,5]"
398,0,5,30,4.472135955,-48,56.56505118,"(4,5]"
399,0,5,60,4.472135955,-46,86.56505118,"(4,5]"
400,0,5,90,4.472135955,-46,116.5650512,"(4,5]"
401,0,5,120,4.472135955,-51,146.5650512,"(4,5]"
402,0,5,150,4.472135955,-56,176.5650512,"(4,5]"
405,0,5,240,4.472135955,-60,-93.43494882,"(4,5]"
410,0,6,30,5,-58,66.86989765,"(4,5]"
419,0,6,300,5,-58,-23.13010235,"(4,5]"
421,1,0,0,4.242640687,-56,-45,"(4,5]"
422,1,0,30,4.242640687,-59,-15,"(4,5]"
425,1,0,120,4.242640687,-58,75,"(4,5]"
426,1,0,150,4.242640687,-56,105,"(4,5]"
427,1,0,180,4.242640687,-57,135,"(4,5]"
430,1,0,270,4.242640687,-53,-135,"(4,5]"
431,1,0,300,4.242640687,-52,-105,"(4,5]"
432,1,0,330,4.242640687,-54,-75,"(4,5]"
433,1,1,0,3.605551275,-53,-33.69006753,"(3,4]"
434,1,1,30,3.605551275,-58,-3.690067526,"(3,4]"
437,1,1,120,3.605551275,-58,86.30993247,"(3,4]"
438,1,1,150,3.605551275,-56,116.3099325,"(3,4]"
439,1,1,180,3.605551275,-57,146.3099325,"(3,4]"
441,1,1,240,3.605551275,-59,-153.6900675,"(3,4]"
442,1,1,270,3.605551275,-52,-123.6900675,"(3,4]"
443,1,1,300,3.605551275,-50,-93.69006753,"(3,4]"
444,1,1,330,3.605551275,-50,-63.69006753,"(3,4]"
445,1,2,0,3.16227766,-47,-18.43494882,"(3,4]"
446,1,2,30,3.16227766,-54,11.56505118,"(3,4]"
447,1,2,60,3.16227766,-56,41.56505118,"(3,4]"
449,1,2,120,3.16227766,-59,101.5650512,"(3,4]"
450,1,2,150,3.16227766,-56,131.5650512,"(3,4]"
451,1,2,180,3.16227766,-58,161.5650512,"(3,4]"
454,1,2,270,3.16227766,-54,-108.4349488,"(3,4]"
455,1,2,300,3.16227766,-50,-78.43494882,"(3,4]"
456,1,2,330,3.16227766,-50,-48.43494882,"(3,4]"
457,1,3,0,3,-47,0,"(2,3]"
458,1,3,30,3,-50,30,"(2,3]"
459,1,3,60,3,-53,60,"(2,3]"
460,1,3,90,3,-58,90,"(2,3]"
469,1,4,0,3.16227766,-51,18.43494882,"(3,4]"
470,1,4,30,3.16227766,-50,48.43494882,"(3,4]"
471,1,4,60,3.16227766,-53,78.43494882,"(3,4]"
472,1,4,90,3.16227766,-58,108.4349488,"(3,4]"
473,1,4,120,3.16227766,-58,138.4349488,"(3,4]"
474,1,4,150,3.16227766,-57,168.4349488,"(3,4]"
480,1,4,330,3.16227766,-57,-11.56505118,"(3,4]"
481,1,5,0,3.605551275,-53,33.69006753,"(3,4]"
482,1,5,30,3.605551275,-50,63.69006753,"(3,4]"
484,1,5,90,3.605551275,-53,123.6900675,"(3,4]"
485,1,5,120,3.605551275,-60,153.6900675,"(3,4]"
486,1,5,150,3.605551275,-60,-176.3099325,"(3,4]"
492,1,5,330,3.605551275,-57,3.690067526,"(3,4]"
505,2,0,0,3.605551275,-58,-56.30993247,"(3,4]"
509,2,0,120,3.605551275,-56,63.69006753,"(3,4]"
510,2,0,150,3.605551275,-56,93.69006753,"(3,4]"
511,2,0,180,3.605551275,-58,123.6900675,"(3,4]"
515,2,0,300,3.605551275,-53,-116.3099325,"(3,4]"
516,2,0,330,3.605551275,-54,-86.30993247,"(3,4]"
517,2,1,0,2.828427125,-53,-45,"(2,3]"
518,2,1,30,2.828427125,-57,-15,"(2,3]"
522,2,1,150,2.828427125,-60,105,"(2,3]"
526,2,1,270,2.828427125,-58,-135,"(2,3]"
527,2,1,300,2.828427125,-54,-105,"(2,3]"
528,2,1,330,2.828427125,-52,-75,"(2,3]"
529,2,2,0,2.236067977,-52,-26.56505118,"(2,3]"
530,2,2,30,2.236067977,-56,3.434948823,"(2,3]"
533,2,2,120,2.236067977,-59,93.43494882,"(2,3]"
534,2,2,150,2.236067977,-59,123.4349488,"(2,3]"
539,2,2,300,2.236067977,-53,-86.56505118,"(2,3]"
540,2,2,330,2.236067977,-52,-56.56505118,"(2,3]"
541,2,3,0,2,-53,0,"[1,2]"
542,2,3,30,2,-56,30,"[1,2]"
544,2,3,90,2,-56,90,"[1,2]"
545,2,3,120,2,-54,120,"[1,2]"
546,2,3,150,2,-58,150,"[1,2]"
552,2,3,330,2,-57,-30,"[1,2]"
553,2,4,0,2.236067977,-53,26.56505118,"(2,3]"
554,2,4,30,2.236067977,-53,56.56505118,"(2,3]"
555,2,4,60,2.236067977,-57,86.56505118,"(2,3]"
564,2,4,330,2.236067977,-58,-3.434948823,"(2,3]"
565,2,5,0,2.828427125,-56,45,"(2,3]"
566,2,5,30,2.828427125,-54,75,"(2,3]"
567,2,5,60,2.828427125,-57,105,"(2,3]"
568,2,5,90,2.828427125,-60,135,"(2,3]"
577,2,6,0,3.605551275,-54,56.30993247,"(3,4]"
578,2,6,30,3.605551275,-56,86.30993247,"(3,4]"
579,2,6,60,3.605551275,-58,116.3099325,"(3,4]"
589,3,0,0,3.16227766,-58,-71.56505118,"(3,4]"
590,3,0,30,3.16227766,-62,-41.56505118,"(3,4]"
592,3,0,90,3.16227766,-59,18.43494882,"(3,4]"
593,3,0,120,3.16227766,-56,48.43494882,"(3,4]"
594,3,0,150,3.16227766,-56,78.43494882,"(3,4]"
595,3,0,180,3.16227766,-56,108.4349488,"(3,4]"
599,3,0,300,3.16227766,-58,-131.5650512,"(3,4]"
600,3,0,330,3.16227766,-56,-101.5650512,"(3,4]"
601,3,1,0,2.236067977,-56,-63.43494882,"(2,3]"
604,3,1,90,2.236067977,-58,26.56505118,"(2,3]"
605,3,1,120,2.236067977,-58,56.56505118,"(2,3]"
606,3,1,150,2.236067977,-56,86.56505118,"(2,3]"
611,3,1,300,2.236067977,-58,-123.4349488,"(2,3]"
612,3,1,330,2.236067977,-58,-93.43494882,"(2,3]"
613,3,2,0,1.414213562,-56,-45,"[1,2]"
614,3,2,30,1.414213562,-59,-15,"[1,2]"
617,3,2,120,1.414213562,-56,75,"[1,2]"
618,3,2,150,1.414213562,-62,105,"[1,2]"
623,3,2,300,1.414213562,-59,-105,"[1,2]"
624,3,2,330,1.414213562,-59,-75,"[1,2]"
625,3,3,0,1,-59,0,"[1,2]"
629,3,3,120,1,-60,120,"[1,2]"
630,3,3,150,1,-59,150,"[1,2]"
635,3,3,300,1,-60,-60,"[1,2]"
637,3,4,0,1.414213562,-58,45,"[1,2]"
638,3,4,30,1.414213562,-59,75,"[1,2]"
648,3,4,330,1.414213562,-58,15,"[1,2]"
649,3,5,0,2.236067977,-60,63.43494882,"(2,3]"
659,3,5,300,2.236067977,-59,3.434948823,"(2,3]"
660,3,5,330,2.236067977,-57,33.43494882,"(2,3]"
677,0,0,120,5,-57,83.13010235,"(4,5]"
678,0,0,150,5,-58,113.1301024,"(4,5]"
679,0,0,180,5,-59,143.1301024,"(4,5]"
681,0,0,240,5,-59,-156.8698976,"(4,5]"
682,0,0,270,5,-56,-126.8698976,"(4,5]"
683,0,0,300,5,-56,-96.86989765,"(4,5]"
684,0,0,330,5,-58,-66.86989765,"(4,5]"
685,0,1,0,4.472135955,-56,-26.56505118,"(4,5]"
686,0,1,30,4.472135955,-59,3.434948823,"(4,5]"
690,0,1,150,4.472135955,-57,123.4349488,"(4,5]"
691,0,1,180,4.472135955,-58,153.4349488,"(4,5]"
693,0,1,240,4.472135955,-56,-146.5650512,"(4,5]"
694,0,1,270,4.472135955,-48,-116.5650512,"(4,5]"
695,0,1,300,4.472135955,-48,-86.56505118,"(4,5]"
696,0,1,330,4.472135955,-50,-56.56505118,"(4,5]"
697,0,2,0,4.123105626,-47,-14.03624347,"(4,5]"
698,0,2,30,4.123105626,-52,15.96375653,"(4,5]"
699,0,2,60,4.123105626,-57,45.96375653,"(4,5]"
702,0,2,150,4.123105626,-59,135.9637565,"(4,5]"
704,0,2,210,4.123105626,-58,-164.0362435,"(4,5]"
705,0,2,240,4.123105626,-50,-134.0362435,"(4,5]"
706,0,2,270,4.123105626,-46,-104.0362435,"(4,5]"
707,0,2,300,4.123105626,-44,-74.03624347,"(4,5]"
708,0,2,330,4.123105626,-44,-44.03624347,"(4,5]"
709,0,3,0,4,-41,0,"(3,4]"
710,0,3,30,4,-42,30,"(3,4]"
711,0,3,60,4,-46,60,"(3,4]"
712,0,3,90,4,-52,90,"(3,4]"
713,0,3,120,4,-58,120,"(3,4]"
719,0,3,300,4,-46,-60,"(3,4]"
720,0,3,330,4,-42,-30,"(3,4]"
721,0,4,0,4.123105626,-44,14.03624347,"(4,5]"
722,0,4,30,4.123105626,-44,44.03624347,"(4,5]"
723,0,4,60,4.123105626,-44,74.03624347,"(4,5]"
724,0,4,90,4.123105626,-44,104.0362435,"(4,5]"
726,0,4,150,4.123105626,-56,164.0362435,"(4,5]"
728,0,4,210,4.123105626,-59,-135.9637565,"(4,5]"
732,0,4,330,4.123105626,-53,-15.96375653,"(4,5]"
733,0,5,0,4.472135955,-53,26.56505118,"(4,5]"
734,0,5,30,4.472135955,-48,56.56505118,"(4,5]"
735,0,5,60,4.472135955,-46,86.56505118,"(4,5]"
736,0,5,90,4.472135955,-46,116.5650512,"(4,5]"
737,0,5,120,4.472135955,-52,146.5650512,"(4,5]"
738,0,5,150,4.472135955,-56,176.5650512,"(4,5]"
741,0,5,240,4.472135955,-59,-93.43494882,"(4,5]"
746,0,6,30,5,-58,66.86989765,"(4,5]"
757,1,0,0,4.242640687,-54,-45,"(4,5]"
758,1,0,30,4.242640687,-60,-15,"(4,5]"
761,1,0,120,4.242640687,-58,75,"(4,5]"
762,1,0,150,4.242640687,-56,105,"(4,5]"
763,1,0,180,4.242640687,-56,135,"(4,5]"
764,1,0,210,4.242640687,-60,165,"(4,5]"
765,1,0,240,4.242640687,-60,-165,"(4,5]"
766,1,0,270,4.242640687,-53,-135,"(4,5]"
767,1,0,300,4.242640687,-52,-105,"(4,5]"
768,1,0,330,4.242640687,-54,-75,"(4,5]"
769,1,1,0,3.605551275,-53,-33.69006753,"(3,4]"
770,1,1,30,3.605551275,-58,-3.690067526,"(3,4]"
773,1,1,120,3.605551275,-58,86.30993247,"(3,4]"
775,1,1,180,3.605551275,-56,146.3099325,"(3,4]"
777,1,1,240,3.605551275,-59,-153.6900675,"(3,4]"
778,1,1,270,3.605551275,-52,-123.6900675,"(3,4]"
779,1,1,300,3.605551275,-50,-93.69006753,"(3,4]"
780,1,1,330,3.605551275,-54,-63.69006753,"(3,4]"
781,1,2,0,3.16227766,-47,-18.43494882,"(3,4]"
782,1,2,30,3.16227766,-53,11.56505118,"(3,4]"
783,1,2,60,3.16227766,-58,41.56505118,"(3,4]"
785,1,2,120,3.16227766,-59,101.5650512,"(3,4]"
786,1,2,150,3.16227766,-57,131.5650512,"(3,4]"
787,1,2,180,3.16227766,-58,161.5650512,"(3,4]"
789,1,2,240,3.16227766,-59,-138.4349488,"(3,4]"
790,1,2,270,3.16227766,-56,-108.4349488,"(3,4]"
791,1,2,300,3.16227766,-50,-78.43494882,"(3,4]"
792,1,2,330,3.16227766,-48,-48.43494882,"(3,4]"
793,1,3,0,3,-47,0,"(2,3]"
794,1,3,30,3,-48,30,"(2,3]"
795,1,3,60,3,-53,60,"(2,3]"
796,1,3,90,3,-58,90,"(2,3]"
805,1,4,0,3.16227766,-51,18.43494882,"(3,4]"
806,1,4,30,3.16227766,-50,48.43494882,"(3,4]"
807,1,4,60,3.16227766,-52,78.43494882,"(3,4]"
808,1,4,90,3.16227766,-58,108.4349488,"(3,4]"
809,1,4,120,3.16227766,-57,138.4349488,"(3,4]"
810,1,4,150,3.16227766,-56,168.4349488,"(3,4]"
816,1,4,330,3.16227766,-58,-11.56505118,"(3,4]"
817,1,5,0,3.605551275,-52,33.69006753,"(3,4]"
818,1,5,30,3.605551275,-51,63.69006753,"(3,4]"
819,1,5,60,3.605551275,-50,93.69006753,"(3,4]"
820,1,5,90,3.605551275,-59,123.6900675,"(3,4]"
821,1,5,120,3.605551275,-58,153.6900675,"(3,4]"
822,1,5,150,3.605551275,-59,-176.3099325,"(3,4]"
828,1,5,330,3.605551275,-58,3.690067526,"(3,4]"
841,2,0,0,3.605551275,-59,-56.30993247,"(3,4]"
845,2,0,120,3.605551275,-56,63.69006753,"(3,4]"
846,2,0,150,3.605551275,-56,93.69006753,"(3,4]"
847,2,0,180,3.605551275,-58,123.6900675,"(3,4]"
850,2,0,270,3.605551275,-58,-146.3099325,"(3,4]"
851,2,0,300,3.605551275,-52,-116.3099325,"(3,4]"
852,2,0,330,3.605551275,-54,-86.30993247,"(3,4]"
853,2,1,0,2.828427125,-53,-45,"(2,3]"
854,2,1,30,2.828427125,-58,-15,"(2,3]"
857,2,1,120,2.828427125,-59,75,"(2,3]"
862,2,1,270,2.828427125,-58,-135,"(2,3]"
863,2,1,300,2.828427125,-54,-105,"(2,3]"
864,2,1,330,2.828427125,-51,-75,"(2,3]"
865,2,2,0,2.236067977,-53,-26.56505118,"(2,3]"
866,2,2,30,2.236067977,-56,3.434948823,"(2,3]"
869,2,2,120,2.236067977,-59,93.43494882,"(2,3]"
870,2,2,150,2.236067977,-58,123.4349488,"(2,3]"
875,2,2,300,2.236067977,-53,-86.56505118,"(2,3]"
876,2,2,330,2.236067977,-52,-56.56505118,"(2,3]"
877,2,3,0,2,-53,0,"[1,2]"
878,2,3,30,2,-56,30,"[1,2]"
880,2,3,90,2,-56,90,"[1,2]"
881,2,3,120,2,-56,120,"[1,2]"
882,2,3,150,2,-59,150,"[1,2]"
888,2,3,330,2,-58,-30,"[1,2]"
889,2,4,0,2.236067977,-53,26.56505118,"(2,3]"
890,2,4,30,2.236067977,-53,56.56505118,"(2,3]"
891,2,4,60,2.236067977,-57,86.56505118,"(2,3]"
900,2,4,330,2.236067977,-56,-3.434948823,"(2,3]"
901,2,5,0,2.828427125,-56,45,"(2,3]"
902,2,5,30,2.828427125,-54,75,"(2,3]"
903,2,5,60,2.828427125,-56,105,"(2,3]"
904,2,5,90,2.828427125,-59,135,"(2,3]"
914,2,6,30,3.605551275,-56,86.30993247,"(3,4]"
915,2,6,60,3.605551275,-59,116.3099325,"(3,4]"
916,2,6,90,3.605551275,-59,146.3099325,"(3,4]"
925,3,0,0,3.16227766,-58,-71.56505118,"(3,4]"
928,3,0,90,3.16227766,-59,18.43494882,"(3,4]"
929,3,0,120,3.16227766,-56,48.43494882,"(3,4]"
930,3,0,150,3.16227766,-56,78.43494882,"(3,4]"
931,3,0,180,3.16227766,-56,108.4349488,"(3,4]"
935,3,0,300,3.16227766,-58,-131.5650512,"(3,4]"
936,3,0,330,3.16227766,-56,-101.5650512,"(3,4]"
937,3,1,0,2.236067977,-56,-63.43494882,"(2,3]"
940,3,1,90,2.236067977,-58,26.56505118,"(2,3]"
941,3,1,120,2.236067977,-57,56.56505118,"(2,3]"
942,3,1,150,2.236067977,-56,86.56505118,"(2,3]"
947,3,1,300,2.236067977,-58,-123.4349488,"(2,3]"
949,3,2,0,1.414213562,-56,-45,"[1,2]"
950,3,2,30,1.414213562,-58,-15,"[1,2]"
953,3,2,120,1.414213562,-58,75,"[1,2]"
954,3,2,150,1.414213562,-60,105,"[1,2]"
960,3,2,330,1.414213562,-58,-75,"[1,2]"
961,3,3,0,1,-57,0,"[1,2]"
965,3,3,120,1,-59,120,"[1,2]"
966,3,3,150,1,-58,150,"[1,2]"
973,3,4,0,1.414213562,-58,45,"[1,2]"
974,3,4,30,1.414213562,-59,75,"[1,2]"
983,3,4,300,1.414213562,-57,-15,"[1,2]"
984,3,4,330,1.414213562,-59,15,"[1,2]"
985,3,5,0,2.236067977,-59,63.43494882,"(2,3]"
986,3,5,30,2.236067977,-58,93.43494882,"(2,3]"
995,3,5,300,2.236067977,-59,3.434948823,"(2,3]"
996,3,5,330,2.236067977,-56,33.43494882,"(2,3]"
1007,3,6,300,3.16227766,-60,11.56505118,"(3,4]"
1008,3,6,330,3.16227766,-59,41.56505118,"(3,4]"
1013,0,0,120,5,-57,83.13010235,"(4,5]"
1014,0,0,150,5,-58,113.1301024,"(4,5]"
1015,0,0,180,5,-59,143.1301024,"(4,5]"
1017,0,0,240,5,-58,-156.8698976,"(4,5]"
1018,0,0,270,5,-56,-126.8698976,"(4,5]"
1019,0,0,300,5,-56,-96.86989765,"(4,5]"
1020,0,0,330,5,-59,-66.86989765,"(4,5]"
